Item name: Decay

Real time: 32.533
Live time: 0
Time calibration: 2.743484E-02ns/ch

Comment: 


Chan	Data
1880	36
1881	62
1882	35
1883	36
1884	40
1885	43
1886	46
1887	43
1888	42
1889	42
1890	45
1891	46
1892	35
1893	39
1894	42
1895	39
1896	48
1897	44
1898	44
1899	38
1900	41
1901	51
1902	44
1903	36
1904	37
1905	36
1906	33
1907	42
1908	35
1909	32
1910	37
1911	33
1912	29
1913	38
1914	29
1915	44
1916	49
1917	46
1918	43
1919	29
1920	36
1921	43
1922	24
1923	33
1924	38
1925	38
1926	27
1927	33
1928	41
1929	35
1930	32
1931	33
1932	37
1933	29
1934	39
1935	43
1936	31
1937	37
1938	45
1939	48
1940	29
1941	33
1942	30
1943	28
1944	24
1945	29
1946	33
1947	27
1948	37
1949	47
1950	34
1951	30
1952	34
1953	32
1954	33
1955	36
1956	34
1957	33
1958	45
1959	32
1960	32
1961	31
1962	20
1963	39
1964	32
1965	35
1966	29
1967	33
1968	30
1969	27
1970	29
1971	27
1972	23
1973	21
1974	27
1975	23
1976	34
1977	38
1978	32
1979	25
1980	19
1981	30
1982	26
1983	24
1984	29
1985	30
1986	33
1987	29
1988	21
1989	22
1990	32
1991	21
1992	29
1993	24
1994	25
1995	19
1996	24
1997	25
1998	27
1999	33
2000	26
2001	24
2002	20
2003	27
2004	34
2005	18
2006	22
2007	26
2008	18
2009	29
2010	37
2011	23
2012	23
2013	19
2014	18
2015	25
2016	25
2017	29
2018	21
2019	35
2020	20
2021	22
2022	18
2023	22
2024	26
2025	25
2026	29
2027	24
2028	15
2029	25
2030	23
2031	17
2032	22
2033	23
2034	24
2035	26
2036	23
2037	21
2038	30
2039	17
2040	25
2041	19
2042	16
2043	18
2044	28
2045	20
2046	20
2047	18
2048	23
2049	20
2050	32
2051	30
2052	22
2053	20
2054	23
2055	26
2056	31
2057	20
2058	26
2059	17
2060	20
2061	20
2062	22
2063	19
2064	19
2065	15
2066	18
2067	22
2068	27
2069	24
2070	24
2071	19
2072	15
2073	18
2074	22
2075	25
2076	25
2077	25
2078	27
2079	28
2080	20
2081	20
2082	18
2083	17
2084	24
2085	24
2086	20
2087	25
2088	21
2089	18
2090	23
2091	21
2092	13
2093	17
2094	18
2095	25
2096	12
2097	17
2098	17
2099	21
2100	21
2101	15
2102	13
2103	9
2104	22
2105	28
2106	18
2107	25
2108	15
2109	17
2110	19
2111	27
2112	23
2113	13
2114	21
2115	25
2116	20
2117	22
2118	14
2119	14
2120	18
2121	21
2122	20
2123	19
2124	17
2125	20
2126	20
2127	20
2128	21
2129	15
2130	17
2131	22
2132	17
2133	27
2134	18
2135	20
2136	19
2137	26
2138	22
2139	8
2140	15
2141	22
2142	21
2143	19
2144	11
2145	20
2146	20
2147	16
2148	18
2149	16
2150	15
2151	8
2152	21
2153	15
2154	18
2155	23
2156	17
2157	11
2158	11
2159	20
2160	15
2161	14
2162	16
2163	12
2164	17
2165	16
2166	12
2167	17
2168	8
2169	17
2170	17
2171	22
2172	14
2173	10
2174	25
2175	15
2176	13
2177	23
2178	19
2179	16
2180	13
2181	17
2182	11
2183	9
2184	12
2185	19
2186	23
2187	24
2188	14
2189	19
2190	10
2191	11
2192	15
2193	23
2194	12
2195	21
2196	14
2197	19
2198	19
2199	17
2200	17
2201	22
2202	14
2203	13
2204	16
2205	9
2206	18
2207	19
2208	12
2209	14
2210	13
2211	14
2212	16
2213	16
2214	14
2215	21
